id,question
122,"横断歩道とその手前30メートル以内は、追い越しを行うことはできないが、追い抜きはしてもかまわない。"
123,"車を運転するときは、みだりに進路を変えてはならない。"
124,"トンネルは、車両通行帯がないときにかぎり、追い越しが禁止される（標識等で追い越しが禁止されている場合を除く）。"
125,"前の車が一般原動機付自転車を追い越そうとしているとき、自分がその前の車を追い越し始めれば、二重追い越しとなる。"
126,"踏切とその手前３０メートル以内のところでは、追い越しをしてはいけない。"
127,"図の標識がある交差点では、一般原動機付自転車は二段階右折をしなければならない。"
128,"図のような信号機のない交差点では、Ａ車は徐行してＢ車の進行を妨げないようにする。"
129,"このような道路標示がある場所では駐車も停車も禁止されている。"
130,"車は「こう配の急な上り坂」､「上り坂の頂上付近」､「こう配の急な下り坂」では追い越しが禁止されている。"
131,"下り坂ではオートマチック車は、チェンジレバーを２かＬまたは１に入れ、エンジンブレーキを活用する 。"
132,"交通整理の行われていない交差点で、道路幅が同じ場合は、徐行する必要はない。"
133,"踏切を通過するときは、低速ギヤのまま一気に渡り切るのがよい。"
134,"車の運転者は、横断歩道に歩行者がいなくても、徐行して通行しなければならない。"
135,"交差点の手前に図の標識が設けられている場合は、自動車の右折はできないが一般原動機付自転車は右折できる。"
136,"交差点で正面の信号が黄色のときは、人も車も原則として、交差点の手前で「止まれ」を指示している。"
137,"車を車庫に入れるときは、バックで入れるのは危険であるので、できるだけ前進で入れるようにする。"
138,"中央線は必ず道路の中央に引かれているとは限らない。"
139,"安全地帯のそばを通るときは、歩行者がいるいないにかかわらず（いなくても）、徐行しなければならない。"
140,"直進しながら右や左に進路を変えるときは、進路変更しようとする約３秒前に合図をしなければならない。"
141,"サイドミラーよりも、ルームミラーのほうが後続車との車間距離を目測しやすい。"
142,"停止距離とは、空走距離と制動距離を合わせた距離のことである。"
143,"車は交通の流れの状況によっては、きめられた最高速度を超えて運転してもよい場合がある。"
144,"初心運転者標識は、普通免許または、準中型免許を受けた者で、その免許を受けていた期間（免停期間を除く）が通算して１年に達しない者が表示するものである。"
145,"路側帯や歩道のない道路を通行するときは、路肩にはみださないようにする。"
146,"この標識は前方の道路の幅員が減少することを表す。"
147,"路線バス専用通行帯でも、小型特殊自動車、一般原動機付自転車、軽車両は通行できる。"
148,"免許証または、免許情報記録個人番号カードを携帯しないで車を運転すると、無免許運転になる。"
149,"正面の信号が黄色の点滅をしている時は、一時停止したうえ他の交通に注意しながら進行する。"
150,"運転免許試験に合格しても、免許証または、免許情報記録個人番号カードを交付される前に自動車を運転すると無免許運転になる。"
151,"制動距離は空走距離と停止距離を合わせたものである 。"
152,"後退するときは、合図はいらない。"
153,"車両通行帯のないトンネルでは、他の車を追い越すことはできない 。"
154,"この標識は、自転車横断帯を表している 。"
155,"信号機のある踏切で信号が青を示しているときは、一時停止しないで通過してよい 。"
156,"乗車定員１１人のマイクロバスは、普通免許で運転することができる。"
157,"通常の車間距離は、時速４０キロメートルでは約２２メートル以上、時速８０キロメートルでは約８０メートル以上あけるのがよい 。"
158,"図の道路標識は、「車両進入禁止」を表したものである 。"
159,"同一方向に車両通行帯が二車線ある道路では、速度の速い車が右側の通行帯を、遅い車が左側の通行帯を通行する 。"
160,"車を運転して交差点付近を進行中、緊急自動車が接近してきたら、交差点をさけ、道路の左側に寄って徐行する 。"
161,"この道路標識は「一方通行の入口」を表したものである 。"
162,"転回の合図を出す時期は右折の合図を出す時期と同じである 。"
163,"進路変更を終わったときは、その３秒後に合図をやめる 。"
164,"上り坂の頂上付近や、こう配の急な下り坂では、徐行しなければならないが、こう配の急な登り坂の途中では徐行義務はない 。"
165,"このような標識のある道路は、小型特殊自動車、または、一般原動機付自転車、軽車両の通行はできない 。"
166,"内輪差とは、車がまがるときに、後輪が前輪の描く線の内側を通ることをいう 。"
167,"自動車が一方通行の道路から右折するときは、あらかじめ道路の中央に寄り、 交差点の中心の内側を徐行して通行しなければならない 。"
168,"ブレーキは制動灯と連動しており、これを断続的にかけると後続車の迷惑となるので、さけたほうがよい 。"
169,"徐行や停止をするときは、合図のしようがないので合図をしなくてもよい 。"
170,"信号機により交通整理が行われている見通しのきかない交差点を直進する場合、青信号に従って通過する場合は徐行する義務はない 。"
171,"徐行とは車が直ちに停止できるような速度で進行することをいい、通常その速度は約10キロメートル毎時以下とされている 。"
172,"右折や左折をしようとするときは、必ず徐行しなければならない 。"
173,"図の道路標示は、転回禁止が終わりであることを示したものである 。"
174,"停留所で止まっている路線バスに追いついたときには、バスが発進するまで後方で停止して待っていなければならない 。"
175,"このような標識のあるところでは、必ず停止線の直前で一時停止して安全を確かめなければならない 。"
176,"信号機のある交差点で、停止線のないときの停止位置は、交差点の直前である 。"
177,"仮免許では路上練習や路上検定（技能検定）を受ける場合のほかは路上で運転してはならない 。"
178,"運転者の携帯電話は、運転する前に電源を切って呼び出し音が鳴らなくしておくのがよい 。"
179,"横断歩道や自転車横断帯とその手前30メートル以内の場所では、自動車や一般原動機付き自転車の追い越しは禁止されているが、追い抜きは禁止されていない 。"
180,"運転免許は、第一種運転免許、第二種運転免許、一般原動機付自転車免許の三つに区分される 。"
181,"追い越しが禁止されている場所では、一般原動機付自転車を追い越すことも禁止されている 。"
182,"交差点の中まで中央線が引かれている道路は、優先道路である 。"
183,"図の道路標示は、前方に「Ｔ形道路交差点」があることを示している 。"
184,"安全地帯のない停留所で止まっている路面電車があるときは、乗り降りをする人や道路を横断する人がいなくなるまで後方で停止して待たなければならない 。"
185,"けん引するための構造と装置のある大型車で、けん引されるための構造と装置のある車をけん引するときの最高速度は、４０キロメートル毎時である 。"
186,"普通免許を受けたものは、普通自動車、小型特殊自動車、一般原動機付自転車を運転することができる 。"
187,"仮運転免許は交通違反をしたり、交通事故を起こしても取り消しの対象になることはない 。"
188,"規制標識は特定の交通方法を禁止したり、特定の方法に従って通行するように指定したりするものである 。"
189,"オートマチック車のＰレンジは駐車時に使用するもので、走行中に使用すると非常に危険である 。"
190,"自動車を運転するとき、免許証または、免許情報記録個人番号カードを携帯しなければならないが、自動車損害賠償責任保険証明書は重要な書類であるから車とは別に保管しておくのがよい 。"
191,"交差点で正面の信号が赤の点滅をしているときは、一時停止するか、または徐行して交差点に入らなければならない 。"
192,"一般道路での普通乗用自動車の最高速度は６０キロメートル毎時であるが、普通貨物自動車の最高速度は５０キロメートル毎時である 。"
193,"白や黄色のつえを持って歩いている、目や耳の不自由な人のそばを通るときは、警音器を鳴らして注意をあたえて通過するのがよい 。"
194,"高齢運転者標識をつけて走行している車に対しは、危険を避けるためやむを得ない場合を除き、幅よせや割り込みをしてはならない 。"
195,"交通整理の行われていない道幅が同じ道路の交差点を通行するときは、左方からくる車の進行を妨げてはならない 。"
196,"一方通行の道路では、道路の中央より右側も通行することができる 。"
197,"見通しのよい道路のまがり角付近は、徐行しなくてよい 。"
198,"前車を追い越すときでも、定められた最高速度を超えることは出来ない 。"
199,"こう配の急な下り坂では自動車を追い越すことはできないが、一般原動機付自転車は追い越すことができる 。"
200,"６才未満の幼児を乗車させる場合、前席だけでなく、後部座席に乗車させる場合もチャイルドシートを用いなければならない 。"
